Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2017,1,Agriculture,Other Livestock,,160,Narromine,Central West and Orana,Regional,15850
2017,1,Agriculture,Poultry,,0,Narromine,Central West and Orana,Regional,15850
2017,1,Agriculture,Sheep,,76340,Narromine,Central West and Orana,Regional,15850
2017,1,Agriculture,Pig,,150,Narromine,Central West and Orana,Regional,15850
2017,1,Agriculture,Crop,,43000,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Beef,,57560,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Dairy,,1640,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Goat,,190,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Other Livestock,,160,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Poultry,,0,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Sheep,,71810,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Pig,,130,Narromine,Central West and Orana,Regional,15850
2018,1,Agriculture,Crop,,27990,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Beef,,49310,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Dairy,,1420,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Goat,,190,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Other Livestock,,160,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Poultry,,0,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Sheep,,64530,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Pig,,130,Narromine,Central West and Orana,Regional,15850
2019,1,Agriculture,Crop,,16650,Narromine,Central West and Orana,Regional,15850
2016,1,Agriculture,Beef,,1390,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Dairy,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Goat,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Other Livestock,,20,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Poultry,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Sheep,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Pig,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Crop,,70,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Beef,,1490,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Dairy,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Goat,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Other Livestock,,20,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Poultry,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Sheep,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Pig,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Agriculture,Crop,,70,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Beef,,1320,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Dairy,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Goat,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Other Livestock,,20,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Poultry,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Sheep,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Pig,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,1,Agriculture,Crop,,70,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Beef,,1130,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Dairy,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Goat,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Other Livestock,,20,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Poultry,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Sheep,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Pig,,0,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Agriculture,Crop,,70,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Agriculture,Beef,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Dairy,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Goat,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Other Livestock,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Poultry,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Sheep,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Pig,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Crop,,30,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Beef,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Dairy,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Goat,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Other Livestock,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Poultry,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Sheep,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Pig,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Agriculture,Crop,,30,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Beef,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Dairy,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Goat,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Other Livestock,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Poultry,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Sheep,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Pig,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2018,1,Agriculture,Crop,,30,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Beef,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Dairy,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Goat,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Other Livestock,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Poultry,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Sheep,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Pig,,0,North Sydney,Eastern Harbour City,Six Cities,15950
2019,1,Agriculture,Crop,,20,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Agriculture,Beef,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Dairy,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Goat,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Other Livestock,,30,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Poultry,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Sheep,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Pig,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Crop,,60,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Beef,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Dairy,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Goat,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Other Livestock,,30,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Poultry,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Sheep,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Pig,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Agriculture,Crop,,70,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Beef,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Dairy,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Goat,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Other Livestock,,30,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Poultry,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Sheep,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Pig,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,1,Agriculture,Crop,,50,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Beef,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Dairy,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Goat,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Other Livestock,,30,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Poultry,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Sheep,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Pig,,0,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Agriculture,Crop,,40,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Agriculture,Beef,,71100,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Dairy,,270,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Goat,,30,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Other Livestock,,340,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Poultry,,0,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Sheep,,44660,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Pig,,0,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Crop,,5580,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Beef,,75980,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Dairy,,240,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Goat,,30,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Other Livestock,,340,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Poultry,,0,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Sheep,,46400,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Pig,,0,Oberon,Central West and Orana,Regional,16100
2017,1,Agriculture,Crop,,5660,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Beef,,67300,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Dairy,,250,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Goat,,30,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Other Livestock,,340,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Poultry,,0,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Sheep,,43640,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Pig,,0,Oberon,Central West and Orana,Regional,16100
2018,1,Agriculture,Crop,,5190,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Beef,,57660,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Dairy,,220,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Goat,,30,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Other Livestock,,340,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Poultry,,0,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Sheep,,39220,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Pig,,0,Oberon,Central West and Orana,Regional,16100
2019,1,Agriculture,Crop,,4790,Oberon,Central West and Orana,Regional,16100
2016,1,Agriculture,Beef,,17270,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Dairy,,110,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Goat,,10,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Other Livestock,,30,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Poultry,,30,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Sheep,,8090,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Pig,,10,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Crop,,900,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Beef,,18460,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Dairy,,100,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Goat,,10,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Other Livestock,,30,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Poultry,,30,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Sheep,,8410,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Pig,,10,Orange,Central West and Orana,Regional,16150
2017,1,Agriculture,Crop,,910,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Beef,,16350,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Dairy,,100,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Goat,,10,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Other Livestock,,30,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Poultry,,30,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Sheep,,7910,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Pig,,10,Orange,Central West and Orana,Regional,16150
2018,1,Agriculture,Crop,,790,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Beef,,14010,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Dairy,,90,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Goat,,10,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Other Livestock,,30,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Poultry,,30,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Sheep,,7110,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Pig,,10,Orange,Central West and Orana,Regional,16150
2019,1,Agriculture,Crop,,670,Orange,Central West and Orana,Regional,16150
2016,1,Agriculture,Beef,,35190,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Dairy,,3080,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Goat,,30,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Other Livestock,,180,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Poultry,,0,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Sheep,,127530,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Pig,,360,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Crop,,26200,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Beef,,37600,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Dairy,,2750,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Goat,,30,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Other Livestock,,180,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Poultry,,0,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Sheep,,132490,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Pig,,380,Parkes,Central West and Orana,Regional,16200
2017,1,Agriculture,Crop,,33350,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Beef,,33300,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Dairy,,2880,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Goat,,30,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Other Livestock,,180,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Poultry,,0,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Sheep,,124620,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Pig,,340,Parkes,Central West and Orana,Regional,16200
2018,1,Agriculture,Crop,,19520,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Beef,,28530,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Dairy,,2500,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Goat,,30,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Other Livestock,,180,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Poultry,,0,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Sheep,,111990,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Pig,,330,Parkes,Central West and Orana,Regional,16200
2019,1,Agriculture,Crop,,12680,Parkes,Central West and Orana,Regional,16200
2016,1,Agriculture,Beef,,2920,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Dairy,,720,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Goat,,0,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Other Livestock,,130,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Poultry,,5950,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Sheep,,50,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Pig,,550,Penrith,Western Parkland City,Six Cities,16350
2016,1,Agriculture,Crop,,530,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Beef,,3120,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Dairy,,640,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Goat,,0,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Other Livestock,,130,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Poultry,,6380,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Sheep,,50,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Pig,,580,Penrith,Western Parkland City,Six Cities,16350
2017,1,Agriculture,Crop,,490,Penrith,Western Parkland City,Six Cities,16350
2018,1,Agriculture,Beef,,2770,Penrith,Western Parkland City,Six Cities,16350
2018,1,Agriculture,Dairy,,670,Penrith,Western Parkland City,Six Cities,16350
